"A_LEMMA","A_SYNSETID","A_TAGCOUNT","A_LEXDOMAINNAME","A_LEXDOMAINID","A_POS","A_SHOWALL","A_DEFINITION","A_SAMPLESET","A_HIDEALL","A_SENSENUM","B_LINKID","D_LINK","C_SYNSETID","C_LEXDOMAINNAME","C_LEXDOMAINID","C_POS","C_SHOWALL","C_DEFINITION","C_SAMPLESET","C_HIDEALL"
"schtick",100172725,,"noun.act",4,"n","shtick#4(shtick%1:04:02::),schtik#4(schtik%1:04:02::),schtick#4(schtick%1:04:02::),shtik#4(shtik%1:04:02::)","(Yiddish) a devious trick; a bit of cheating","how did you ever fall for a shtik like that?","shtick,schtik,schtick,shtik",4,91,"domain category",106878606,"noun.communication",10,"n","Yiddish#1(yiddish%1:10:00::)","a dialect of High German including some Hebrew and other words; spoken in Europe as a vernacular by many Jews; written in the Hebrew script","","Yiddish"
"vesta",109502059,,"noun.person",18,"n","Vesta#1(vesta%1:18:00::)","(Roman mythology) goddess of the hearth and its fire whose flame was tended by vestal virgins; counterpart of Greek Hestia","","Vesta",1,91,"domain category",107914248,"noun.group",14,"n","Roman mythology#1(roman_mythology%1:14:00::)","the mythology of the ancient Romans","","Roman mythology"
"visualise",202155205,,"verb.perception",39,"v","visualise#1(visualise%2:39:00::),visualize#2(visualize%2:39:00::)","view the outline of by means of an X-ray","The radiologist can visualize the cancerous liver","visualise,visualize",1,91,"domain category",105976736,"noun.cognition",9,"n","medicine#1(medicine%1:09:00::),medical specialty#1(medical_specialty%1:09:00::)","the branches of medical science that deal with nonsurgical techniques","","medicine,medical specialty"
"deliver",202556662,,"verb.social",41,"v","redeem#1(redeem%2:41:04::),save#7(save%2:41:02::),deliver#8(deliver%2:41:03::)","save from sins","","redeem,save,deliver",8,91,"domain category",108013354,"noun.group",14,"n","organized religion#1(organized_religion%1:14:00::),religion#2(religion%1:14:00::),faith#3(faith%1:14:00::)","an institution to express belief in a divine power","he was raised in the Baptist religion|a member of his own faith contradicted him","organized religion,religion,faith"
"boltzmann distribution law",105809915,,"noun.cognition",9,"n","Maxwell-Boltzmann distribution law#1(maxwell-boltzmann_distribution_law%1:09:00::),Boltzmann distribution law#1(boltzmann_distribution_law%1:09:00::)","(physics) a law expressing the distribution of energy among the molecules of a gas in thermal equilibrium","","Maxwell-Boltzmann distribution law,Boltzmann distribution law",1,91,"domain category",106024587,"noun.cognition",9,"n","physics#1(physics%1:09:00::),natural philosophy#1(natural_philosophy%1:09:00::)","the science of matter and energy and their interactions","his favorite subject was physics","physics,natural philosophy"
"degauss",200401038,,"verb.change",30,"v","degauss#1(degauss%2:30:00::),demagnetize#2(demagnetize%2:30:00::),demagnetise#2(demagnetise%2:30:00::)","make nonmagnetic; take away the magnetic properties (of)","demagnetize the iron shavings|they degaussed the ship","degauss,demagnetize,demagnetise",1,91,"domain category",106024587,"noun.cognition",9,"n","physics#1(physics%1:09:00::),natural philosophy#1(natural_philosophy%1:09:00::)","the science of matter and energy and their interactions","his favorite subject was physics","physics,natural philosophy"
"astrogate",201845421,,"verb.motion",38,"v","astrogate#2(astrogate%2:38:00::)","navigate in space","","astrogate",2,91,"domain category",106030650,"noun.cognition",9,"n","astronautics#1(astronautics%1:09:00::),aeronautics#1(aeronautics%1:09:00::)","the theory and practice of navigation through air or space","","astronautics,aeronautics"
"muslim ummah",108156414,,"noun.group",14,"n","Islamic Ummah#1(islamic_ummah%1:14:00::),Islam Nation#1(islam_nation%1:14:00::),Ummah#1(ummah%1:14:00::),Umma#1(umma%1:14:00::),Muslim Ummah#1(muslim_ummah%1:14:00::)","the Muslim community or people, considered to extend from Mauritania to Pakistan","moderate Muslims urge the Ummah to reject the terrorism of radical Muslims","Islamic Ummah,Islam Nation,Ummah,Umma,Muslim Ummah",1,91,"domain category",106169071,"noun.cognition",9,"n","Mohammedanism#1(mohammedanism%1:09:00::),Muhammadanism#1(muhammadanism%1:09:00::),Muslimism#2(muslimism%1:09:00::),Islam#2(islam%1:09:00::),Islamism#2(islamism%1:09:00::)","the monotheistic religious system of Muslims founded in Arabia in the 7th century and based on the teachings of Muhammad as laid down in the Koran","Islam is a complete way of life, not a Sunday religion|the term Muhammadanism is offensive to Muslims who believe that Allah, not Muhammad, founded their religion","Mohammedanism,Muhammadanism,Muslimism,Islam,Islamism"
"nosedive",201970841,,"verb.motion",38,"v","nosedive#1(nosedive%2:38:00::)","plunge nose first; drop with the nose or front first, of aircraft","","nosedive",1,91,"domain category",100301289,"noun.act",4,"n","air travel#1(air_travel%1:04:00::),aviation#4(aviation%1:04:00::),air#9(air%1:04:00::)","travel via aircraft","air travel involves too much waiting in airports|if you've time to spare go by air","air travel,aviation,air"
"inflationary",302549861,,"adj.all",0,"a","inflationary#1(inflationary%3:00:00::)","associated with or tending to cause increases in inflation","inflationary prices","inflationary",1,91,"domain category",106083027,"noun.cognition",9,"n","economic science#1(economic_science%1:09:00::),political economy#1(political_economy%1:09:00::),economics#1(economics%1:09:00::)","the branch of social science that deals with the production and distribution and consumption of goods and services and their management","","economic science,political economy,economics"
"revoke",201076728,,"verb.competition",33,"v","revoke#1(revoke%2:33:04::)","fail to follow suit when able and required to do so","","revoke",1,91,"domain category",100489258,"noun.act",4,"n","cards#1(cards%1:04:00::),card game#1(card_game%1:04:00::)","a game played with playing cards","","cards,card game"
"mechanized cavalry",108321778,,"noun.group",14,"n","mechanized cavalry#1(mechanized_cavalry%1:14:00::)","an armored unit of a modern army equipped with motor vehicles","","mechanized cavalry",1,91,"domain category",108130774,"noun.group",14,"n","armed forces#1(armed_forces%1:14:00::),armed services#1(armed_services%1:14:00::),war machine#1(war_machine%1:14:00::),military machine#1(military_machine%1:14:00::),military#1(military%1:14:00::)","the military forces of a nation","their military is the largest in the region|the military machine is the same one we faced in 1991 but now it is weaker","armed forces,armed services,war machine,military machine,military"
"officer",110251362,86,"noun.person",18,"n","officer#1(officer%1:18:03::),military officer#1(military_officer%1:18:00::)","any person in the armed services who holds a position of authority or command","an officer is responsible for the lives of his men","officer,military officer",1,91,"domain category",108130774,"noun.group",14,"n","armed forces#1(armed_forces%1:14:00::),armed services#1(armed_services%1:14:00::),war machine#1(war_machine%1:14:00::),military machine#1(military_machine%1:14:00::),military#1(military%1:14:00::)","the military forces of a nation","their military is the largest in the region|the military machine is the same one we faced in 1991 but now it is weaker","armed forces,armed services,war machine,military machine,military"
"military academy",108211254,,"noun.group",14,"n","military academy#1(military_academy%1:14:00::)","an academy for training military officers","","military academy",1,91,"domain category",108130774,"noun.group",14,"n","armed forces#1(armed_forces%1:14:00::),armed services#1(armed_services%1:14:00::),war machine#1(war_machine%1:14:00::),military machine#1(military_machine%1:14:00::),military#1(military%1:14:00::)","the military forces of a nation","their military is the largest in the region|the military machine is the same one we faced in 1991 but now it is weaker","armed forces,armed services,war machine,military machine,military"
"military blockade",101077025,,"noun.act",4,"n","besieging#1(besieging%1:04:00::),siege#1(siege%1:04:00::),military blockade#1(military_blockade%1:04:00::),beleaguering#1(beleaguering%1:04:00::)","the action of an armed force that surrounds a fortified place and isolates it while continuing to attack","","besieging,siege,military blockade,beleaguering",1,91,"domain category",108130774,"noun.group",14,"n","armed forces#1(armed_forces%1:14:00::),armed services#1(armed_services%1:14:00::),war machine#1(war_machine%1:14:00::),military machine#1(military_machine%1:14:00::),military#1(military%1:14:00::)","the military forces of a nation","their military is the largest in the region|the military machine is the same one we faced in 1991 but now it is weaker","armed forces,armed services,war machine,military machine,military"
"medicate",200083983,,"verb.body",29,"v","medicine#1(medicine%2:29:00::),medicate#2(medicate%2:29:00::)","treat medicinally, treat with medicine","","medicine,medicate",2,91,"domain category",100613431,"noun.act",4,"n","practice of medicine#1(practice_of_medicine%1:04:00::),medicine#3(medicine%1:04:00::)","the learned profession that is mastered by graduate training in a medical school and that is devoted to preventing or alleviating or curing diseases and injuries","he studied medicine at Harvard","practice of medicine,medicine"
"ankylose",200096018,,"verb.body",29,"v","ancylose#2(ancylose%2:29:00::),ankylose#2(ankylose%2:29:00::)","undergo ankylosis","joints ankylose","ancylose,ankylose",2,91,"domain category",100613431,"noun.act",4,"n","practice of medicine#1(practice_of_medicine%1:04:00::),medicine#3(medicine%1:04:00::)","the learned profession that is mastered by graduate training in a medical school and that is devoted to preventing or alleviating or curing diseases and injuries","he studied medicine at Harvard","practice of medicine,medicine"
"immaculate conception",106726657,,"noun.communication",10,"n","Immaculate Conception of the Virgin Mary#1(immaculate_conception_of_the_virgin_mary%1:10:00::),Immaculate Conception#2(immaculate_conception%1:10:00::)","(Christianity) the Roman Catholic dogma that God preserved the Virgin Mary from any stain of original sin from the moment she was conceived","","Immaculate Conception of the Virgin Mary,Immaculate Conception",2,91,"domain category",106160280,"noun.cognition",9,"n","Christianity#1(christianity%1:09:00::),Christian religion#1(christian_religion%1:09:00::)","a monotheistic system of beliefs and practices based on the Old Testament and the teachings of Jesus as embodied in the New Testament and emphasizing the role of Jesus as savior","","Christianity,Christian religion"
"rosemaling",104053443,,"noun.artifact",6,"n","rosemaling#1(rosemaling%1:06:00::)","a Scandinavian style of carved or painted decoration (as on furniture or walls or dinnerware) consisting of floral motifs","","rosemaling",1,91,"domain category",103383785,"noun.artifact",6,"n","article of furniture#1(article_of_furniture%1:06:00::),piece of furniture#1(piece_of_furniture%1:06:00::),furniture#1(furniture%1:06:00::)","furnishings that make a room or other area ready for occupancy","they had too much furniture for the small apartment|there was only one piece of furniture in the room","article of furniture,piece of furniture,furniture"
"biserial correlation",105967549,,"noun.cognition",9,"n","biserial correlation coefficient#1(biserial_correlation_coefficient%1:09:00::),biserial correlation#1(biserial_correlation%1:09:00::)","a correlation coefficient in which one variable is many-valued and the other is dichotomous","","biserial correlation coefficient,biserial correlation",1,91,"domain category",105951944,"noun.cognition",9,"n","statistics#1(statistics%1:09:00::)","a branch of applied mathematics concerned with the collection and interpretation of quantitative data and the use of probability theory to estimate population parameters","","statistics"
"stratified sample",105960607,,"noun.cognition",9,"n","representative sample#1(representative_sample%1:09:00::),stratified sample#1(stratified_sample%1:09:00::),proportional sample#1(proportional_sample%1:09:00::)","the population is divided into strata and a random sample is taken from each stratum","","representative sample,stratified sample,proportional sample",1,91,"domain category",105951944,"noun.cognition",9,"n","statistics#1(statistics%1:09:00::)","a branch of applied mathematics concerned with the collection and interpretation of quantitative data and the use of probability theory to estimate population parameters","","statistics"
"free",201761340,,"verb.creation",36,"v","liberate#4(liberate%2:36:03::),release#9(release%2:36:03::),free#10(free%2:36:03::)","release (gas or energy) as a result of a chemical reaction or physical decomposition","","liberate,release,free",10,91,"domain category",106018187,"noun.cognition",9,"n","chemistry#1(chemistry%1:09:00::),chemical science#1(chemical_science%1:09:00::)","the science of matter; the branch of the natural sciences dealing with the composition of substances and their properties and reactions","","chemistry,chemical science"
"demineralise",200575656,,"verb.change",30,"v","demineralize#1(demineralize%2:30:00::),demineralise#1(demineralise%2:30:00::)","remove the minerals or salts from","demineralize water","demineralize,demineralise",1,91,"domain category",106018187,"noun.cognition",9,"n","chemistry#1(chemistry%1:09:00::),chemical science#1(chemical_science%1:09:00::)","the science of matter; the branch of the natural sciences dealing with the composition of substances and their properties and reactions","","chemistry,chemical science"
"spondaic",303132194,,"adj.pert",1,"a","spondaic#1(spondaic%3:01:00::)","of or consisting of spondees","spondaic hexameter","spondaic",1,91,"domain category",106103833,"noun.cognition",9,"n","metrics#1(metrics%1:09:00::),prosody#3(prosody%1:09:00::)","the study of poetic meter and the art of versification","","metrics,prosody"
"strain",201252953,,"verb.contact",35,"v","puree#1(puree%2:35:00::),strain#8(strain%2:35:10::)","rub through a strainer or process in an electric blender","puree the vegetables for the baby","puree,strain",8,91,"domain category",100244807,"noun.act",4,"n","cookery#1(cookery%1:04:00::),cooking#1(cooking%1:04:00::),preparation#8(preparation%1:04:03::)","the act of preparing something (as food) by the application of heat","people are needed who have experience in cookery|he left the preparation of meals to his wife|cooking can be a great art","cookery,cooking,preparation"
"nomothetic",302604667,,"adj.all",0,"a","nomothetic#1(nomothetic%3:00:00::)","relating to or involving the search for abstract universal principles","","nomothetic",1,91,"domain category",106069801,"noun.cognition",9,"n","psychology#1(psychology%1:09:00::),psychological science#1(psychological_science%1:09:00::)","the science of mental life","","psychology,psychological science"
"introjected",301331877,1,"adj.all",0,"s","introjected#1(introjected%5:00:00:integrated:02)","incorporated unconsciously into your own psyche","","introjected",1,91,"domain category",106069801,"noun.cognition",9,"n","psychology#1(psychology%1:09:00::),psychological science#1(psychological_science%1:09:00::)","the science of mental life","","psychology,psychological science"
"backed",301704035,,"adj.all",0,"s","backed#2(backed%5:00:00:coated:00)","used of film that is coated on the side opposite the emulsion with a substance to absorb light","","backed",2,91,"domain category",100905241,"noun.act",4,"n","photography#1(photography%1:04:00::),picture taking#1(picture_taking%1:04:00::)","the act of taking and printing photographs","","photography,picture taking"
"divine office",101035730,,"noun.act",4,"n","Divine Office#1(divine_office%1:04:00::)","canonical prayers recited daily by priests (e.g. the breviary of the Roman Catholic Church)","","Divine Office",1,91,"domain category",108015285,"noun.group",14,"n","Church of Rome#1(church_of_rome%1:14:00::),Roman Catholic Church#1(roman_catholic_church%1:14:00::),Western Church#1(western_church%1:14:00::),Roman Church#1(roman_church%1:14:00::),Roman Catholic#2(roman_catholic%1:14:00::)","the Christian Church based in the Vatican and presided over by a pope and an episcopal hierarchy","","Church of Rome,Roman Catholic Church,Western Church,Roman Church,Roman Catholic"
"base",108443658,2,"noun.location",15,"n","base#5(base%1:15:00::)","(anatomy) the part of an organ nearest its point of attachment","the base of the skull","base",5,91,"domain category",105991200,"noun.cognition",9,"n","general anatomy#1(general_anatomy%1:09:00::),anatomy#1(anatomy%1:09:00::)","the branch of morphology that deals with the structure of animals","","general anatomy,anatomy"
"nereus",109505442,,"noun.person",18,"n","Nereus#1(nereus%1:18:00::)","(Greek mythology) a sea god son of Pontus and Gaea; lived in the depths of the sea with his wife Doris and their daughters the Nereids","","Nereus",1,91,"domain category",107910503,"noun.group",14,"n","Greek mythology#1(greek_mythology%1:14:00::)","the mythology of the ancient Greeks","","Greek mythology"
"stalked",300161000,1,"adj.all",0,"a","stalked#1(stalked%3:00:00::),pedunculate#1(pedunculate%3:00:00::)","having or growing on or from a peduncle or stalk","a pedunculate flower|a pedunculate barnacle is attached to the substrate by a fleshy foot or stalk","stalked,pedunculate",1,91,"domain category",105971308,"noun.cognition",9,"n","biology#1(biology%1:09:00::),biological science#1(biological_science%1:09:00::)","the science that studies living organisms","","biology,biological science"
"tomentose",300217747,,"adj.all",0,"s","tomentous#1(tomentous%5:00:00:hairy:00),tomentose#2(tomentose%5:00:00:hairy:00)","densely covered with short matted woolly hairs","a tomentose leaf","tomentous,tomentose",2,91,"domain category",105971308,"noun.cognition",9,"n","biology#1(biology%1:09:00::),biological science#1(biological_science%1:09:00::)","the science that studies living organisms","","biology,biological science"
"phyllodial",303146043,,"adj.pert",1,"a","phyllodial#1(phyllodial%3:01:00::)","having a phyllode","","phyllodial",1,91,"domain category",106000235,"noun.cognition",9,"n","phytology#1(phytology%1:09:00::),botany#2(botany%1:09:00::)","the branch of biology that studies plants","","phytology,botany"
"achlamydeous",300366761,,"adj.all",0,"a","achlamydeous#1(achlamydeous%3:00:00::)","not having a floral envelope or perianth","","achlamydeous",1,91,"domain category",106000235,"noun.cognition",9,"n","phytology#1(phytology%1:09:00::),botany#2(botany%1:09:00::)","the branch of biology that studies plants","","phytology,botany"
"withholding",100362040,3,"noun.act",4,"n","withholding#1(withholding%1:04:00::)","the act of deducting from an employee's salary","","withholding",1,91,"domain category",113244824,"noun.possession",21,"n","revenue enhancement#1(revenue_enhancement%1:21:00::),taxation#1(taxation%1:21:00::),tax#1(tax%1:21:00::)","charge against a citizen's person or property or activity for the support of government","","revenue enhancement,taxation,tax"
"egoism",105886260,,"noun.cognition",9,"n","egoism#1(egoism%1:09:00::)","(ethics) the theory that the pursuit of your own welfare in the basis of morality","","egoism",1,91,"domain category",106093281,"noun.cognition",9,"n","moral philosophy#1(moral_philosophy%1:09:00::),ethics#2(ethics%1:09:00::)","the philosophical study of moral values and rules","","moral philosophy,ethics"
"biauriculate heart",105320783,,"noun.body",8,"n","biauriculate heart#1(biauriculate_heart%1:08:00::)","a heart (as of mammals and birds and reptiles) having two auricles","","biauriculate heart",1,91,"domain category",101864523,"noun.animal",5,"n","mammalian#1(mammalian%1:05:00::),mammal#1(mammal%1:05:00::)","any warm-blooded vertebrate having the skin more or less covered with hair; young are born alive except for the small subclass of monotremes and nourished with milk","","mammalian,mammal"
"lashkar-e-toiba",107962582,,"noun.group",14,"n","Army of the Pure#1(army_of_the_pure%1:14:00::),Army of the Righteous#1(army_of_the_righteous%1:14:00::),Lashkar-e-Toiba#1(lashkar-e-toiba%1:14:00::),Lashkar-e-Taiba#1(lashkar-e-taiba%1:14:00::),Lashkar-e-Tayyiba#1(lashkar-e-tayyiba%1:14:00::),LET#1(let%1:14:00::)","a brutal terrorist group active in Kashmir; fights against India with the goal of restoring Islamic rule of India","Lashkar-e-Toiba has committed mass murders of civilian Hindus","Army of the Pure,Army of the Righteous,Lashkar-e-Toiba,Lashkar-e-Taiba,Lashkar-e-Tayyiba,LET",1,91,"domain category",100761031,"noun.act",4,"n","act of terrorism#1(act_of_terrorism%1:04:00::),terrorist act#1(terrorist_act%1:04:00::),terrorism#1(terrorism%1:04:00::)","the calculated use of violence (or the threat of violence) against civilians in order to attain goals that are political or religious or ideological in nature; this is done through intimidation or coercion or instilling fear","","act of terrorism,terrorist act,terrorism"
"libyan fighting group",107964156,,"noun.group",14,"n","Al-Jama'a al-Islamiyyah al-Muqatilah bi-Libya#1(al-jama'a_al-islamiyyah_al-muqatilah_bi-libya%1:14:00::),Libyan Fighting Group#1(libyan_fighting_group%1:14:00::),Libyan Islamic Group#1(libyan_islamic_group%1:14:00::),Libyan Islamic Fighting Group#1(libyan_islamic_fighting_group%1:14:00::),FIG#3(fig%1:14:00::)","a Libyan terrorist group organized in 1995 and aligned with al-Qaeda; seeks to radicalize the Libyan government; attempted to assassinate Qaddafi","","Al-Jama'a al-Islamiyyah al-Muqatilah bi-Libya,Libyan Fighting Group,Libyan Islamic Group,Libyan Islamic Fighting Group,FIG",1,91,"domain category",100761031,"noun.act",4,"n","act of terrorism#1(act_of_terrorism%1:04:00::),terrorist act#1(terrorist_act%1:04:00::),terrorism#1(terrorism%1:04:00::)","the calculated use of violence (or the threat of violence) against civilians in order to attain goals that are political or religious or ideological in nature; this is done through intimidation or coercion or instilling fear","","act of terrorism,terrorist act,terrorism"
"jafar",111013100,,"noun.person",18,"n","Jafar#1(jafar%1:18:00::),Jaffar Umar Thalib#1(jaffar_umar_thalib%1:18:00::),Jaffar#1(jaffar%1:18:00::),Jafar Umar Thalib#1(jafar_umar_thalib%1:18:00::)","Indonesian terrorist and Islamic militant who commands the Laskar Jihad; uses violence to achieve political ends (1965-2000)","","Jafar,Jaffar Umar Thalib,Jaffar,Jafar Umar Thalib",1,91,"domain category",100761031,"noun.act",4,"n","act of terrorism#1(act_of_terrorism%1:04:00::),terrorist act#1(terrorist_act%1:04:00::),terrorism#1(terrorism%1:04:00::)","the calculated use of violence (or the threat of violence) against civilians in order to attain goals that are political or religious or ideological in nature; this is done through intimidation or coercion or instilling fear","","act of terrorism,terrorist act,terrorism"
"asala",107947947,,"noun.group",14,"n","3rd October Organization#1(3rd_october_organization%1:14:00::),Orly Group#1(orly_group%1:14:00::),ASALA#1(asala%1:14:00::),Armenian Secret Army for the Liberation of Armenia#1(armenian_secret_army_for_the_liberation_of_armenia%1:14:00::)","a militant Marxist-Leninist terrorist organization formed in 1975 to force Turkey to acknowledge killing more than a million Armenians and forcibly removing them from border areas in 1915; wants Turkey to pay reparations and cede territory to Armenia","ASALA bombing at Orly Airport in Paris in 1983 killed 8 and wounded 55 people","3rd October Organization,Orly Group,ASALA,Armenian Secret Army for the Liberation of Armenia",1,91,"domain category",100761031,"noun.act",4,"n","act of terrorism#1(act_of_terrorism%1:04:00::),terrorist act#1(terrorist_act%1:04:00::),terrorism#1(terrorism%1:04:00::)","the calculated use of violence (or the threat of violence) against civilians in order to attain goals that are political or religious or ideological in nature; this is done through intimidation or coercion or instilling fear","","act of terrorism,terrorist act,terrorism"
"affine",302618516,,"adj.pert",1,"a","affine#1(affine%3:01:00::)","(mathematics) of or pertaining to the geometry of affine transformations","","affine",1,91,"domain category",105933952,"noun.cognition",9,"n","math#1(math%1:09:00::),maths#1(maths%1:09:00::),mathematics#1(mathematics%1:09:00::)","a science (or group of related sciences) dealing with the logic of quantity and shape and arrangement","","math,maths,mathematics"
"isometric",302840179,,"adj.pert",1,"a","isometric#1(isometric%3:01:00::)","related by an isometry","","isometric",1,91,"domain category",105933952,"noun.cognition",9,"n","math#1(math%1:09:00::),maths#1(maths%1:09:00::),mathematics#1(mathematics%1:09:00::)","a science (or group of related sciences) dealing with the logic of quantity and shape and arrangement","","math,maths,mathematics"
"mathematical statement",106668161,,"noun.communication",10,"n","mathematical statement#1(mathematical_statement%1:10:00::)","a statement of a mathematical relation","","mathematical statement",1,91,"domain category",105933952,"noun.cognition",9,"n","math#1(math%1:09:00::),maths#1(maths%1:09:00::),mathematics#1(mathematics%1:09:00::)","a science (or group of related sciences) dealing with the logic of quantity and shape and arrangement","","math,maths,mathematics"
"transmitter",109407073,,"noun.object",17,"n","transmitter#2(transmitter%1:17:00::),vector#3(vector%1:17:00::)","any agent (person or animal or microorganism) that carries and transmits a disease","mosquitos are vectors of malaria and yellow fever|fleas are vectors of the plague|aphids are transmitters of plant diseases|when medical scientists talk about vectors they are usually talking about insects","transmitter,vector",2,91,"domain category",101329036,"noun.animal",5,"n","microorganism#1(microorganism%1:05:00::),micro-organism#1(micro-organism%1:05:00::)","any organism of microscopic size","","microorganism,micro-organism"
"mean solar time",115082062,,"noun.time",28,"n","mean time#1(mean_time%1:28:00::),mean solar time#1(mean_solar_time%1:28:00::)","(astronomy) time based on the motion of the mean sun (an imaginary sun moving uniformly along the celestial equator)","","mean time,mean solar time",1,91,"domain category",106028759,"noun.cognition",9,"n","uranology#1(uranology%1:09:00::),astronomy#1(astronomy%1:09:00::)","the branch of physics that studies celestial bodies and the universe as a whole","","uranology,astronomy"
"faggot",201289906,,"verb.contact",35,"v","fagot#2(fagot%2:35:01::),faggot#2(faggot%2:35:01::)","fasten together rods of iron in order to heat or weld them","","fagot,faggot",2,91,"domain category",106059279,"noun.cognition",9,"n","metallurgy#1(metallurgy%1:09:00::)","the science and technology of metals","","metallurgy"
"serial",302389396,,"adj.all",0,"s","in series#1(in_series%5:00:00:asynchronous:00),nonparallel#1(nonparallel%5:00:00:asynchronous:00),serial#4(serial%5:00:00:asynchronous:00)","of or relating to the sequential performance of multiple operations","serial processing","in series,nonparallel,serial",4,91,"domain category",106062151,"noun.cognition",9,"n","computing#1(computing%1:09:00::),computer science#1(computer_science%1:09:00::)","the branch of engineering science that studies (with the aid of computers) computable processes and structures","","computing,computer science"
"email",201034314,,"verb.communication",32,"v","e-mail#1(e-mail%2:32:00::),netmail#1(netmail%2:32:00::),email#1(email%2:32:00::)","communicate electronically on the computer","she e-mailed me the good news","e-mail,netmail,email",1,91,"domain category",106062151,"noun.cognition",9,"n","computing#1(computing%1:09:00::),computer science#1(computer_science%1:09:00::)","the branch of engineering science that studies (with the aid of computers) computable processes and structures","","computing,computer science"
"cisc",104863868,,"noun.attribute",7,"n","complex instruction set computer#1(complex_instruction_set_computer%1:07:00::),complex instruction set computing#1(complex_instruction_set_computing%1:07:00::),CISC#2(cisc%1:07:00::)","(computer science) a kind of computer architecture that has a large number of instructions hard coded into the CPU chip","","complex instruction set computer,complex instruction set computing,CISC",2,91,"domain category",106062151,"noun.cognition",9,"n","computing#1(computing%1:09:00::),computer science#1(computer_science%1:09:00::)","the branch of engineering science that studies (with the aid of computers) computable processes and structures","","computing,computer science"
"buffer store",102906317,,"noun.artifact",6,"n","buffer storage#1(buffer_storage%1:06:00::),buffer store#1(buffer_store%1:06:00::),buffer#4(buffer%1:06:03::)","(computer science) a part of RAM used for temporary storage of data that is waiting to be sent to a device; used to compensate for differences in the rate of flow of data between components of a computer system","","buffer storage,buffer store,buffer",1,91,"domain category",106062151,"noun.cognition",9,"n","computing#1(computing%1:09:00::),computer science#1(computer_science%1:09:00::)","the branch of engineering science that studies (with the aid of computers) computable processes and structures","","computing,computer science"
"transcription",113504244,,"noun.process",22,"n","transcription#2(transcription%1:22:00::)","(genetics) the organic process whereby the DNA sequence in a gene is copied into mRNA; the process whereby a base sequence of messenger RNA is synthesized on a template of complementary DNA","","transcription",2,91,"domain category",106009207,"noun.cognition",9,"n","genetics#1(genetics%1:09:00::),genetic science#1(genetic_science%1:09:00::)","the branch of biology that studies heredity and variation in organisms","","genetics,genetic science"
"registered",301966080,,"adj.all",0,"a","registered#1(registered%3:00:02::)","(of animals) officially recorded with or certified by a recognized breed association; especially in a stud book","a registered Percheron","registered",1,91,"domain category",100015568,"noun.tops",3,"n","creature#1(creature%1:03:00::),animate being#1(animate_being%1:03:00::),animal#1(animal%1:03:00::),beast#1(beast%1:03:00::),fauna#2(fauna%1:03:00::),brute#2(brute%1:03:00::)","a living organism characterized by voluntary movement","","creature,animate being,animal,beast,fauna,brute"
"safety",100189491,,"noun.act",4,"n","safety#6(safety%1:04:01::)","a score in American football; a player is tackled behind his own goal line","","safety",6,91,"domain category",100470748,"noun.act",4,"n","American football game#1(american_football_game%1:04:00::),American football#1(american_football%1:04:00::)","a game played by two teams of 11 players on a rectangular field 100 yards long; teams try to get possession of the ball and advance it across the opponents goal line in a series of (running or passing) plays","","American football game,American football"
"legislating",101127998,,"noun.act",4,"n","lawmaking#1(lawmaking%1:04:00::),legislating#1(legislating%1:04:00::),legislation#2(legislation%1:04:00::)","the act of making or enacting laws","","lawmaking,legislating,legislation",1,91,"domain category",106471409,"noun.communication",10,"n","statute law#1(statute_law%1:10:00::),legislation#1(legislation%1:10:00::)","law enacted by a legislative body","","statute law,legislation"
"non-miscible",300511660,,"adj.all",0,"a","immiscible#1(immiscible%3:00:00::),unmixable#1(unmixable%3:00:00::),non-miscible#1(non-miscible%3:00:00::)","(chemistry, physics) incapable of mixing","","immiscible,unmixable,non-miscible",1,91,"domain category",106024587,"noun.cognition",9,"n","physics#1(physics%1:09:00::),natural philosophy#1(natural_philosophy%1:09:00::)","the science of matter and energy and their interactions","his favorite subject was physics","physics,natural philosophy"
"liquify",200445030,,"verb.change",30,"v","flux#2(flux%2:30:01::),liquify#2(liquify%2:30:00::),liquefy#3(liquefy%2:30:00::)","become liquid or fluid when heated","the frozen fat liquefied","flux,liquify,liquefy",2,91,"domain category",106024587,"noun.cognition",9,"n","physics#1(physics%1:09:00::),natural philosophy#1(natural_philosophy%1:09:00::)","the science of matter and energy and their interactions","his favorite subject was physics","physics,natural philosophy"
"flux",105020536,,"noun.attribute",7,"n","flux density#1(flux_density%1:07:00::),flux#7(flux%1:07:00::)","(physics) the number of changes in energy flow across a given surface per unit area","","flux density,flux",7,91,"domain category",106024587,"noun.cognition",9,"n","physics#1(physics%1:09:00::),natural philosophy#1(natural_philosophy%1:09:00::)","the science of matter and energy and their interactions","his favorite subject was physics","physics,natural philosophy"
"viscoelastic",300849036,2,"adj.all",0,"s","viscoelastic#1(viscoelastic%5:00:00:elastic:00)","having viscous as well as elastic properties","","viscoelastic",1,91,"domain category",106024587,"noun.cognition",9,"n","physics#1(physics%1:09:00::),natural philosophy#1(natural_philosophy%1:09:00::)","the science of matter and energy and their interactions","his favorite subject was physics","physics,natural philosophy"
